Dim.1,Dim.2,Dim.3
4.2057857399030126e-27,100.00000000000004,5.8987756759273855e-25
50.000000000000156,3.4685029780244774e-25,49.999999999999936
49.99999999999988,2.4723305703964966e-25,50.00000000000014
