Dim.1,Dim.2,Dim.3,Dim.4,Dim.5
1.806608038749236e-27,1.5066045380457362e-24,6.048588545875807e-26,1.3018558659331106e-23,100.00000000000004
7.389850321190066,5.17533920060564,6.065602155597979,19.975464470624264,1.4935591949584687e-24
0.019151610923378873,3.2520122020265307,17.789660372623352,49.130638288465136,4.160941587858871e-24
14.793496925821865,13.787933140535772,1.4269179360303397,1.4939422077773494,2.2853848822342706e-27
18.5366727077233,5.144101526478343,0.055577471883444994,0.0026357378172015456,1.1915988933334384e-28
6.604001506139653,1.7012520140280978,4.51118088651761,0.38766810867006285,1.234475485831839e-25
15.74819502804161,13.97177437151619,0.014759767771443395,0.11955059646696288,1.3456854459837603e-25
1.0621117184463802,2.631622268274048,44.54016103308629,2.34976975067881,2.4454247264356745e-24
1.3852130723673073,5.852862362290185,19.73262132923182,21.9166134806167,8.178135017835445e-24
2.201579646988106,48.357821764146806,2.4297428128429517,1.4888502483683037,1.0361260558196853e-25
11.945227473657507,0.09774165011860142,3.3956290869917782,3.126149257789019,9.793023116062532e-26
20.31449998870086,0.027539499979641682,0.038147147422940154,0.008717852726085289,8.82480165177114e-26
