Dim.1,Dim.2,Dim.3,Dim.4,Dim.5
1.0903136906467936e-26,5.959471339193244e-25,1.0284536540633277e-23,99.99999999999993,8.082600294958067e-22
18.148502450468705,0.744876290897051,0.4454189120641226,4.296106405259436e-28,0.003997400685211237
13.191307622032769,11.833348208604507,1.692222682516948,1.5917011015729037e-24,0.32491986043427534
2.652195837059444,0.001191088478474353,19.69125461979017,7.653887224741625e-25,1.2252896183833495
15.451108700536519,9.901869957180823,0.07429160352342956,4.906429628625722e-24,0.674956692804878
0.9093713325167994,1.8553184751391074,2.4353371358917646,6.609076891844548e-22,80.11451323416165
6.179072019240106,9.509833128234398,1.0725610786022384,2.15959616992088e-23,2.61209478646161
6.828685384243774,6.211280219978167,0.20108354153886318,6.673332073222618e-25,0.032598304633741734
1.1510400872571527,19.38064159626503,0.0012585419679618387,1.2181248080809447e-22,12.325388398118562
4.529906261161671,1.8668915261399843,29.56028870479111,3.157816681952658e-24,1.6683099730487372
16.782424861809872,2.979722687040742,1.0281764762582173,2.5747780982399808e-28,1.7299317446467386e-4
2.274127635261108,20.130838882166227,2.856969985807357,7.507833381199296e-25,0.354732821499974
0.6358509556274795,10.97687375539676,36.4663426770215,2.9636036216654236e-27,0.2503744594836764
11.266406852784678,4.6073141844787475,4.474794040226262,5.028494270006224e-24,0.4126514571098123
